43209,0430
46231,4085
46231,4085
46801,1949
51505,1949
52547,0430
57647,1949
57799,0430
57803,0430
58001,1949
58017,0430
58021,1949
58043,0430
58047,1949
58283,1949
58499,1949
58599,5180
58639,1949
58687,1949
58811,1949
58939,1949
58951,1949
59025,0430
59105,1949
59135,5180
59179,0430
61601,1949
61637,1949
65271,5239
67363,1949
67363,0430
68283,0430
68321,1949
